Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage
1,Wind,1,1968,1,0,0,26649
1,Severe Storm/Thunder Storm,2,1968,1,0,12,823
6,Hail,2,1968,1,0,0,0
1,Hail,2,1968,1,0,0,0
6,Wind,2,1969,1,0,0,763
3,Wind,2,1969,1,0,0,423
1,Severe Storm/Thunder Storm/ Wind,2,1969,1,0,0,43376
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1969,1,0,0,36394
6,Hurricane/Tropical Storm,2,1968,2,0,0,1705
1,Hurricane/Tropical Storm,2,1968,2,0,0,1873
2,Hurricane/Tropical Storm,2,1968,2,0,0,1652
4,Hurricane/Tropical Storm,2,1968,2,0,0,1620
3,Hurricane/Tropical Storm,2,1968,2,0,0,1580
5,Hurricane/Tropical Storm,2,1968,2,0,0,1559
6,Hurricane/Tropical Storm,3,1964,2,0,0,1744
1,Hurricane/Tropical Storm,3,1964,2,0,0,1775
2,Hurricane/Tropical Storm,3,1964,2,0,0,1571
4,Hurricane/Tropical Storm,3,1964,2,0,0,1646
3,Hurricane/Tropical Storm,3,1964,2,0,0,1608
5,Hurricane/Tropical Storm,3,1964,2,0,0,1874
2,Tornado,3,1964,1,0,0,75772
1,Winter Weather,4,1969,1,0,0,164
1,Wind,3,1968,1,0,0,38859
2,Tornado,4,1968,1,0,0,78205
2,Tornado,3,1968,1,0,0,748
1,Severe Storm/Thunder Storm/ Wind,3,1968,1,0,0,76192
1,Winter Weather,1,1971,2,0,0,5887
4,Tornado,1,1971,1,0,0,79323
6,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,1853
1,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,1782
2,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,1788
4,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,1804
3,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,1654
5,Severe Storm/Thunder Storm/ Wind,1,1971,1,0,0,1684
3,Tornado,2,1971,1,0,0,0
4,Hail/ Severe Storm/Thunder Storm,2,1970,1,0,0,38875
4,Lightning,3,1970,1,0,0,81764
2,Lightning,3,1970,1,0,34,0
5,Tornado,3,1971,1,0,0,811
3,Wind,1,1972,1,0,11,7649
2,Flooding,1,1973,17,0,0,84134
1,Severe Storm/Thunder Storm/ Wind,3,1970,1,0,0,84150
1,Tornado,1,1973,1,0,0,39394
2,Flooding,1,1973,17,0,0,5226
4,Flooding,1,1973,17,0,0,4572
3,Flooding,1,1973,17,0,0,4473
5,Flooding,1,1973,17,0,0,4767
6,Wind,1,1961,1,0,0,1843
1,Wind,1,1961,1,0,0,1741
2,Wind,1,1961,1,0,0,1736
4,Wind,1,1961,1,0,0,1878
3,Wind,1,1961,1,0,0,1621
5,Wind,1,1961,1,0,0,1864
3,Severe Storm/Thunder Storm,3,1961,1,0,26,8660
4,Tornado,4,1961,1,0,0,8037
4,Tornado,2,1964,1,0,0,844
5,Tornado,2,1964,1,0,0,8389
3,Wind,1,1965,1,0,61,8099
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1973,1,0,2,5217
4,Tornado,2,1973,1,0,0,36469
1,Tornado,2,1973,1,0,0,42060
1,Tornado,2,1973,1,0,0,7226
6,Hail/ Lightning/ Wind,2,1973,2,0,1,2693
1,Hail/ Lightning/ Wind,2,1973,2,0,1,2659
4,Tornado,1,1961,1,0,0,738
6,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2538
1,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2531
3,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2950
5,Flooding/ Severe Storm/Thunder Storm,2,1973,7,0,0,2878
6,Severe Storm/Thunder Storm,1,1975,1,0,0,1875
1,Severe Storm/Thunder Storm,1,1975,1,0,0,1760
2,Severe Storm/Thunder Storm,1,1975,1,0,0,1823
4,Severe Storm/Thunder Storm,1,1975,1,0,0,1858
3,Severe Storm/Thunder Storm,1,1975,1,0,0,1834
5,Severe Storm/Thunder Storm,1,1975,1,0,0,1745
4,Flooding/ Severe Storm/Thunder Storm,2,1973,18,0,0,27168
3,Flooding/ Severe Storm/Thunder Storm,2,1973,18,0,0,29408
5,Flooding/ Severe Storm/Thunder Storm,2,1973,18,0,0,26389
1,Hail/ Lightning/ Wind,1,1975,1,0,0,2386
2,Hail/ Lightning/ Wind,1,1975,1,0,0,2182
4,Hail/ Lightning/ Wind,1,1975,1,0,0,2177
3,Hail/ Lightning/ Wind,1,1975,1,0,0,2277
5,Hail/ Lightning/ Wind,1,1975,1,0,0,2065
1,Wind,1,1976,1,0,0,5605
6,Heat,1,1976,29,0,0,1808
1,Heat,1,1976,29,0,0,1830
2,Heat,1,1976,29,0,0,1743
4,Heat,1,1976,29,0,0,1596
3,Heat,1,1976,29,0,0,1804
5,Heat,1,1976,29,0,0,1612
4,Tornado,1,1976,1,0,0,86425
4,Hail/ Wind,3,1962,1,0,0,2624
3,Lightning/ Wind,3,1973,1,0,0,80551
2,Wind,2,1975,1,0,0,79180
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,413
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,460
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,448
5,Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,7836
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,358
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,383
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,381
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1973,1,0,0,418
3,Lightning,3,1964,1,0,347,0
2,Coastal,4,1973,1,0,0,14212
2,Wind,2,1970,1,0,22,754634
3,Hail/ Severe Storm/Thunder Storm/ Wind,2,1970,1,0,4,28292
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,1,3783
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3303
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3556
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,2,3726
2,Hail/ Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,85577
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,81724
3,Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,79640
4,Lightning/ Severe Storm/Thunder Storm,3,1972,1,0,0,82145
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1972,1,0,0,79608
1,Flooding/ Severe Storm/Thunder Storm,4,1972,4,0,0,3519
2,Flooding/ Severe Storm/Thunder Storm,4,1972,4,0,0,3247
6,Wind,4,1973,1,0,0,2201
1,Wind,4,1973,1,0,0,2318
2,Wind,4,1973,1,0,0,2512
3,Wind,4,1973,1,0,0,2496
5,Wind,4,1973,1,0,0,2518
1,Wind,1,1972,1,0,0,27175
4,Tornado,1,1972,1,0,0,75891
6,Hail/ Lightning,4,1973,1,0,0,25
1,Hail/ Lightning,4,1973,1,0,0,24
3,Winter Weather,4,1973,1,0,0,9512
5,Winter Weather,4,1973,1,0,0,10243
1,Winter Weather,4,1973,1,0,0,541
1,Flooding,4,1973,1,0,0,1386
2,Hail/ Lightning/ Wind,2,1975,1,0,0,75875
6,Tornado,1,1974,1,0,12,80734
1,Hail/ Wind,1,1974,1,0,0,0
6,Severe Storm/Thunder Storm,1,1974,1,0,0,601
4,Severe Storm/Thunder Storm,1,1974,1,0,0,596
3,Severe Storm/Thunder Storm,1,1974,1,0,0,623
6,Winter Weather,1,1977,31,0,0,1761
1,Winter Weather,1,1977,31,0,0,1623
2,Winter Weather,1,1977,31,0,0,1670
4,Winter Weather,1,1977,31,0,0,1818
3,Winter Weather,1,1977,31,0,0,1599
5,Winter Weather,1,1977,31,0,0,1621
1,Lightning/ Severe Storm/Thunder Storm,3,1974,1,0,0,0
4,Lightning/ Wind,3,1974,1,0,0,3916
3,Lightning/ Wind,3,1974,1,0,0,3669
5,Lightning/ Wind,3,1974,1,0,0,3429
1,Hail/ Wind,2,1975,1,0,0,5582
6,Hail/ Lightning/ Wind,2,1975,1,0,0,2354
1,Hail/ Lightning/ Wind,2,1975,1,0,0,2215
2,Hail/ Lightning/ Wind,2,1975,1,0,0,2194
3,Hail/ Lightning/ Wind,2,1975,1,0,0,2339
5,Hail/ Lightning/ Wind,2,1975,1,0,0,2281
6,Hail/ Lightning/ Wind,2,1975,1,0,0,2817
1,Hail/ Lightning/ Wind,2,1975,1,0,0,2949
2,Tornado,2,1974,1,0,0,87154
4,Lightning/ Wind,2,1974,1,0,0,338
3,Lightning/ Wind,2,1974,1,0,0,332
5,Lightning/ Wind,2,1974,1,0,0,320
2,Lightning/ Wind,2,1974,1,0,0,7958
3,Lightning/ Severe Storm/Thunder Storm,2,1974,1,0,0,7745
5,Hail/ Lightning/ Wind,2,1974,1,0,0,1655
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1974,1,0,0,831
6,Wind,4,1974,1,0,0,3979
1,Wind,4,1974,1,0,0,3417
6,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208
1,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,230
2,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219
3,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,208
5,Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,219
6,Lightning,3,1975,1,0,0,2202
1,Lightning,3,1975,1,0,0,2426
4,Lightning,3,1975,1,0,0,2071
3,Lightning,3,1975,1,0,0,2207
5,Lightning,3,1975,1,0,0,2377
2,Coastal,4,1974,1,0,0,12360
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,6892
4,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7540
3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7919
5,Hail/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,7492
1,Severe Storm/Thunder Storm,3,1975,1,0,0,18639
2,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,73323
1,Flooding/ Severe Storm/Thunder Storm,4,1975,1,0,0,6358
5,Wind,3,1975,1,0,0,43340
6,Wind,4,1975,1,0,0,1632
1,Wind,4,1975,1,0,0,1609
2,Wind,4,1975,1,0,0,1840
4,Wind,4,1975,1,0,0,1870
3,Wind,4,1975,1,0,0,1692
5,Wind,4,1975,1,0,0,1676
4,Hail/ Wind,3,1974,1,0,0,3094
3,Hail/ Wind,3,1974,1,0,0,3298
5,Hail/ Wind,3,1974,1,0,0,2956
2,Hail/ Lightning/ Wind,2,1974,1,0,0,2589
4,Hail/ Lightning/ Wind,2,1974,1,0,0,2559
5,Hail/ Lightning/ Wind,2,1974,1,0,0,2736
6,Winter Weather,1,1977,31,0,0,1820
1,Winter Weather,1,1977,31,0,0,1557
2,Winter Weather,1,1977,31,0,0,1781
4,Winter Weather,1,1977,31,0,0,1619
3,Winter Weather,1,1977,31,0,0,1853
5,Winter Weather,1,1977,31,0,0,1733
5,Hail/ Lightning/ Wind,2,1976,1,0,0,7711
3,Hail,2,1976,1,0,0,857
3,Severe Storm/Thunder Storm,2,1976,1,0,0,3905
3,Severe Storm/Thunder Storm,2,1976,2,0,0,4194
3,Flooding,3,1976,2,0,0,3981
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,2,0,0,5899
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,5836
1,Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,86377
2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1976,1,0,0,7659
2,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,3730
4,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,3,3200
3,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,2,3605
5,Severe Storm/Thunder Storm/ Wind,4,1976,1,0,1,3258
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3704
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3220
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3787
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,3415
6,Wind,1,1977,1,0,0,159
1,Wind,1,1977,1,0,0,181
2,Wind,1,1977,1,0,0,184
4,Wind,1,1977,1,0,0,181
3,Wind,1,1977,1,0,0,169
5,Wind,1,1977,1,0,0,171
6,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178
1,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,161
2,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,184
4,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,174
3,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,178
5,Severe Storm/Thunder Storm/ Wind,1,1977,1,0,0,171
1,Severe Storm/Thunder Storm,4,1977,1,0,0,642
1,Flooding,4,1977,2,0,0,28332
6,Severe Storm/Thunder Storm,4,1977,1,0,0,167
1,Severe Storm/Thunder Storm,4,1977,1,0,0,177
2,Severe Storm/Thunder Storm,4,1977,1,0,0,180
4,Severe Storm/Thunder Storm,4,1977,1,0,0,184
3,Severe Storm/Thunder Storm,4,1977,1,0,0,169
5,Severe Storm/Thunder Storm,4,1977,1,0,0,168
2,Severe Storm/Thunder Storm,2,1977,1,0,0,84610
1,Severe Storm/Thunder Storm,3,1977,1,0,3,6229
6,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1802
1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1562
2,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1724
4,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1838
3,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1764
5,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,1608
1,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,3960
1,Severe Storm/Thunder Storm/ Wind,3,1977,1,0,0,8565
6,Wind,2,1977,1,0,0,1705
1,Wind,2,1977,1,0,0,1752
2,Wind,2,1977,1,0,0,1816
4,Wind,2,1977,1,0,0,1575
3,Wind,2,1977,1,0,0,1878
5,Wind,2,1977,1,0,0,1670
1,Winter Weather,1,1978,1,0,0,6151
6,Flooding,1,1978,6,0,0,17617
1,Flooding,1,1978,6,0,0,17788
2,Flooding,1,1978,6,0,0,17543
4,Flooding,1,1978,6,0,0,15590
3,Flooding,1,1978,6,0,0,16706
5,Flooding,1,1978,6,0,0,17698
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,739
6,Hail/ Lightning/ Wind,2,1977,1,0,2,1883
1,Hail/ Lightning/ Wind,2,1977,1,0,3,1819
2,Hail/ Lightning/ Wind,2,1977,1,0,0,1722
4,Hail/ Lightning/ Wind,2,1977,1,0,2,1814
3,Hail/ Lightning/ Wind,2,1977,1,0,2,1864
5,Hail/ Lightning/ Wind,2,1977,1,0,0,1596
3,Wind,2,1977,1,0,0,8681
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1977,1,0,0,78261
3,Tornado,2,1977,1,0,0,86409
5,Hail/ Lightning/ Wind,2,1977,1,0,0,7214
1,Severe Storm/Thunder Storm,2,1978,1,0,0,6080
1,Hail,2,1978,1,0,0,5432
1,Hail/ Severe Storm/Thunder Storm,2,1978,1,0,0,45
1,Winter Weather,1,1978,2,0,0,5886
3,Severe Storm/Thunder Storm,2,1978,1,0,0,85886
4,Tornado,2,1978,1,0,0,74250
4,Severe Storm/Thunder Storm/ Wind,2,1978,1,0,0,77191
4,Tornado,3,1978,1,0,0,7335
4,Tornado,3,1978,1,0,0,7161
4,Tornado,2,1979,1,0,0,80559
5,Tornado,3,1979,1,0,0,851
3,Severe Storm/Thunder Storm,3,1979,1,0,0,36275
1,Flooding,4,1979,1,0,0,2433
1,Severe Storm/Thunder Storm,1,1979,1,0,15,253888
1,Winter Weather,1,1980,1,0,0,1682
1,Winter Weather,1,1980,2,0,0,4421
2,Winter Weather,1,1980,2,0,0,4233
1,Winter Weather,4,1980,1,0,0,381
4,Winter Weather,4,1980,1,0,0,394
3,Winter Weather,4,1980,1,0,0,380
5,Winter Weather,4,1980,1,0,0,378
2,Winter Weather,4,1980,3,0,0,686
5,Lightning,3,1980,1,0,0,83674
1,Winter Weather,1,1981,1,0,0,460
4,Tornado,1,1981,1,0,0,4227
2,Flooding/ Severe Storm/Thunder Storm,1,1983,1,0,0,7717
4,Wind,1,1983,1,0,0,78895
6,Wind/ Winter Weather,1,1983,1,0,0,1613
1,Wind/ Winter Weather,1,1983,1,0,0,1851
2,Wind/ Winter Weather,1,1983,1,0,0,1877
4,Wind/ Winter Weather,1,1983,1,0,0,1579
3,Wind/ Winter Weather,1,1983,1,0,0,1812
5,Wind/ Winter Weather,1,1983,1,0,0,1575
2,Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,8319
1,Flooding,1,1982,14,0,0,3516
4,Flooding,1,1982,14,0,0,3367
3,Flooding,1,1982,14,0,0,3828
4,Hail/ Severe Storm/Thunder Storm/ Wind,2,1983,1,0,0,7201
5,Severe Storm/Thunder Storm/ Wind,1,1982,1,0,0,7725
1,Wind,2,1982,1,0,0,41728
3,Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,0
1,Hail,2,1982,1,0,0,769
6,Winter Weather,2,1982,2,0,0,0
1,Winter Weather,2,1982,2,0,0,0
2,Winter Weather,2,1982,2,0,0,0
4,Winter Weather,2,1982,2,0,0,0
3,Winter Weather,2,1982,2,0,0,0
5,Winter Weather,2,1982,2,0,0,0
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,166
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,168
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,170
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,155
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,156
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,164
2,Flooding/ Lightning,2,1982,1,0,0,3950
4,Flooding/ Lightning,2,1982,1,0,0,3973
3,Flooding/ Lightning,2,1982,1,0,0,3997
5,Flooding/ Lightning,2,1982,1,0,0,4218
3,Lightning,3,1983,1,0,25,8397
4,Tornado,3,1983,1,0,0,71968
1,Severe Storm/Thunder Storm/ Wind,3,1983,1,0,0,77658
1,Severe Storm/Thunder Storm/ Wind,3,1983,1,0,0,7186
5,Lightning/ Tornado/ Wind,3,1983,1,0,0,8510
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1983,1,0,12,27838
5,Lightning/ Wind,3,1983,1,0,0,82779
4,Wind,3,1983,1,0,0,8319
3,Wind,4,1983,1,0,0,35784
1,Winter Weather,4,1983,1,0,0,6557
1,Flooding/ Severe Storm/Thunder Storm,1,1984,1,0,0,11847
1,Winter Weather,1,1984,1,0,0,4753
1,Flooding/ Severe Storm/Thunder Storm,1,1984,2,0,0,12429
1,Severe Storm/Thunder Storm,1,1984,2,0,0,1367
6,Wind,1,1984,1,0,0,1757
1,Wind,1,1984,1,0,0,1734
2,Wind,1,1984,1,0,0,1659
4,Wind,1,1984,1,0,0,1801
3,Wind,1,1984,1,0,0,1752
5,Wind,1,1984,1,0,0,1641
3,Hail,1,1984,1,0,0,7615
3,Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,7965
4,Severe Storm/Thunder Storm/ Wind,1,1984,1,0,0,8478
5,Hail/ Wind,1,1984,1,0,0,8279
1,Hail/ Severe Storm/Thunder Storm,2,1982,1,0,0,2868
2,Hail/ Severe Storm/Thunder Storm,2,1982,1,0,0,3013
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,226
2,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,199
4,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,232
3,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,227
5,Hail/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,212
1,Flooding/ Severe Storm/Thunder Storm,2,1982,1,0,0,8593
1,Hail/ Wind,2,1984,1,0,0,2900
4,Hail/ Wind,2,1984,1,0,0,2739
3,Hail/ Wind,2,1984,1,0,0,2647
5,Hail/ Wind,2,1984,1,0,0,2767
1,Lightning/ Wind,2,1984,1,0,0,7350
3,Wind,2,1984,1,0,0,83563
3,Hail,2,1984,1,0,0,761
5,Hail,2,1984,1,0,0,7886
4,Flooding/ Wind,2,1984,1,0,0,8368
4,Wind,2,1984,1,0,0,80258
1,Hail/ Wind,2,1984,1,0,0,73085
3,Hail,2,1984,1,0,0,78063
1,Flooding/ Hail,2,1984,1,0,0,7567
3,Hail,2,1984,1,0,0,0
5,Wind,2,1984,1,0,0,8431
2,Hail,2,1984,1,0,0,7265
5,Lightning,2,1984,1,0,0,76168
1,Flooding/ Severe Storm/Thunder Storm,2,1984,1,0,0,79989
4,Wind,3,1984,1,0,0,7750
3,Lightning,3,1984,1,0,22,7479
3,Lightning,3,1984,1,0,0,40087
5,Lightning,3,1984,1,0,0,76026
1,Flooding,3,1984,2,0,0,72174
1,Flooding/ Severe Storm/Thunder Storm,3,1984,1,0,0,83722
1,Lightning,3,1984,1,0,0,8042
4,Lightning,3,1984,1,0,0,7268
2,Lightning,3,1984,1,0,0,7952
1,Severe Storm/Thunder Storm,2,1982,1,0,0,82271
2,Coastal/ Severe Storm/Thunder Storm/ Wind,2,1982,2,0,0,10714814
2,Lightning/ Wind,2,1982,1,0,0,77460
5,Lightning,2,1982,1,0,12,0
1,Wind,4,1984,1,0,0,1593
1,Winter Weather,4,1984,2,0,0,1389
1,Wind,1,1989,1,0,0,830
2,Wind,1,1989,1,0,0,779
1,Winter Weather,1,1989,1,0,0,65
6,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,144237
2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,165177
4,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,148136
3,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,161214
5,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,155888
3,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,8588
5,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,79545
2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,815
2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,8054
2,Winter Weather,1,1989,1,0,0,8221
4,Wind,1,1989,1,0,0,869
2,Wind,2,1989,1,0,0,77286
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8241
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8488
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8570
2,Wind,2,1989,1,0,0,84213
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,75606
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8194
6,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,25,82802
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7661
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,78752
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,82208
2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8622
2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,45,75233
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,84483
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,83769
2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,86456
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,72649
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,80861
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7615
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,72102
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7172
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,79283
3,Tornado,2,1989,1,0,0,0
1,Lightning,2,1989,1,0,12,0
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,82366
4,Lightning,2,1989,1,0,0,74773
4,Lightning,3,1989,1,0,0,7877
1,Flooding,3,1989,1,0,0,73458
6,Lightning,3,1989,1,0,0,81431
6,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,7588
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,8113
1,Flooding,3,1989,1,0,0,72618
1,Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,7962
5,Flooding,3,1989,1,0,0,8584
5,Lightning,3,1989,1,0,0,7318
2,Flooding/ Lightning,3,1989,1,0,0,80940
1,Hurricane/Tropical Storm,3,1989,1,0,0,84966
1,Flooding,4,1989,1,0,0,7716
1,Severe Storm/Thunder Storm/ Wind,4,1989,1,0,0,74631
2,Winter Weather,4,1989,1,0,10,0
1,Severe Storm/Thunder Storm/ Wind,1,1986,1,0,0,8631
3,Hail,1,1986,1,0,0,81606
6,Drought,2,1986,30,0,0,0
1,Drought,2,1986,30,0,0,0
2,Drought,2,1986,30,0,0,0
4,Drought,2,1986,30,0,0,0
3,Drought,2,1986,30,0,0,0
5,Drought,2,1986,30,0,0,0
3,Wind,2,1986,1,0,0,8171
5,Wind,2,1986,1,0,0,8172
4,Wind,2,1986,1,0,0,802
2,Hail,2,1986,1,0,0,78134
4,Hail,2,1986,1,0,0,0
1,Hail,2,1986,1,0,0,840
3,Lightning,2,1986,1,0,0,38110
3,Hail,2,1986,1,0,0,71341
3,Wind,2,1986,1,0,0,7181
1,Wind,2,1986,1,0,0,811
1,Hail,2,1986,1,0,0,759
1,Flooding,2,1986,2,0,0,80845
4,Lightning,2,1986,1,0,12,0
5,Hail,2,1986,1,0,0,801
4,Hail,2,1986,1,0,0,0
4,Wind,2,1986,1,0,0,84023
1,Wind,2,1986,1,0,0,714
1,Hail,2,1986,1,0,0,81289
3,Hail,2,1986,1,0,0,84839
3,Wind,2,1986,1,0,0,861
3,Wind,2,1986,1,0,0,81677
3,Wind,3,1986,1,0,0,8428
3,Wind,3,1986,1,0,0,729
5,Wind,3,1986,1,0,0,857
5,Lightning,3,1986,1,0,0,8034
1,Wind,3,1986,1,0,0,8445
1,Wind,3,1986,1,0,0,838
3,Hail,3,1986,1,0,0,861
3,Flooding,3,1986,1,0,0,741
3,Wind,3,1986,1,0,0,87170
2,Wind,3,1986,1,0,0,8689
3,Wind,3,1986,1,0,0,839
2,Lightning,3,1986,1,0,0,74425
1,Hail,3,1986,1,0,0,0
1,Lightning,3,1986,1,0,0,82422
3,Lightning,3,1986,1,0,0,7606
4,Tornado,3,1982,1,0,0,737
4,Wind,3,1982,1,0,0,8403
5,Lightning,3,1986,1,0,0,80409
2,Hurricane/Tropical Storm,3,1986,1,0,0,68
5,Severe Storm/Thunder Storm/ Wind,3,1986,1,0,0,800
3,Flooding,3,1986,2,0,0,74187
1,Lightning/ Wind,3,1980,1,0,12,28451
4,Tornado,3,1980,1,0,0,79656
2,Flooding,4,1986,1,0,0,81518
2,Flooding,4,1986,1,0,0,81859
3,Lightning,4,1986,1,0,0,7368
3,Flooding,4,1986,1,0,0,7236
1,Winter Weather,4,1986,1,0,0,823
1,Winter Weather,1,1987,1,0,0,1236
6,Winter Weather,1,1987,1,0,0,4566
